camera_name,timestamp,minute_window,fps_count
fish-eye-leftdown,1900-10-16 22:03:31.849000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:31.916000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:31.983000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:32.051000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:32.118000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:32.185000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:32.253000,1900-10-16 22:03:00,13
fish-eye-leftdown,1900-10-16 22:03:32.320000,1900-10-16 22:03:00,13
fish-eye-rightdown,1900-10-16 22:03:31.604000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:31.671000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:31.738000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:31.805000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:31.873000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:31.940000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:32.007000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:32.075000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:32.142000,1900-10-16 22:03:00,10
fish-eye-rightdown,1900-10-16 22:03:32.209000,1900-10-16 22:03:00,10
rgb-left,1900-10-16 22:03:32.256000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.288000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.322000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.355000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.389000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.422000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.455000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.489000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.522000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.556000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.589000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.622000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.655000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.689000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.722000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.755000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.789000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.822000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.855000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.889000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.922000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.955000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:32.989000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.022000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.056000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.089000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.122000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.155000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.188000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.222000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.255000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.289000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.322000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.355000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.389000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.422000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.456000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.489000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.522000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.555000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.589000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.622000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.655000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.689000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.723000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.755000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.789000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.823000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.855000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.888000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.922000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.955000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:33.988000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.022000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.055000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.089000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.122000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.156000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.189000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.222000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.255000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.289000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.322000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.356000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.389000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.422000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.455000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.488000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.522000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.556000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.589000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.622000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.655000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.689000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.722000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.755000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.788000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.822000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.855000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.889000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.922000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.956000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:34.989000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.023000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.056000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.088000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.122000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.155000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.189000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.222000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.255000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.289000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.323000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.356000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.389000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.423000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.455000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.489000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.522000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.555000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.589000,1900-10-16 22:03:00,102
rgb-left,1900-10-16 22:03:35.622000,1900-10-16 22:03:00,102
rgb-right,1900-10-16 22:03:33.162000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.195000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.228000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.261000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.295000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.328000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.362000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.395000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.428000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.461000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.494000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.528000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.561000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.594000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.628000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.661000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.694000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.728000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.762000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.795000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.828000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.861000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.895000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.928000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.961000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:33.995000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.028000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.061000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.095000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.128000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.162000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.195000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.228000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.262000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.294000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.328000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.362000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.395000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.428000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.462000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.494000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.528000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.562000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.595000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.628000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.661000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.695000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.728000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.761000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.794000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.828000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.865000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.895000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.928000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.962000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:34.995000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.028000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.061000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.094000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.128000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.161000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.194000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.228000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.261000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.295000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.329000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.362000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.394000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.428000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.461000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.494000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.528000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.561000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.595000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.628000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.661000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.694000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.728000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.762000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.795000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.828000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.862000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.895000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.928000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.962000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:35.995000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.028000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.062000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.095000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.128000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.162000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.195000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.228000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.261000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.295000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.328000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.363000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.395000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.428000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.462000,1900-10-16 22:03:00,101
rgb-right,1900-10-16 22:03:36.495000,1900-10-16 22:03:00,101
